Year;Quarter;Age;Sex;Population
2011;4; 66;Female;36745
2012;1; 66;Female;36963
2012;2; 66;Female;37477
2012;3; 66;Female;38059
2012;4; 66;Female;38211
2013;1; 66;Female;38275
2013;2; 66;Female;38282
2013;3; 66;Female;38231
2013;4; 66;Female;37864
2014;1; 66;Female;37262
2014;2; 66;Female;36599
2014;3; 66;Female;35658
2014;4; 66;Female;35055
2015;1; 66;Female;35088
2015;2; 66;Female;34493
2015;3; 66;Female;34301
2015;4; 66;Female;33821
2016;1; 66;Female;33470
2016;2; 66;Female;33579
2016;3; 66;Female;33509
2016;4; 66;Female;33625
2017;1; 66;Female;33654
2017;2; 66;Female;33288
2017;3; 66;Female;32969
2017;4; 66;Female;32505
2018;1; 66;Female;32261
2018;2; 66;Female;32218
2018;3; 66;Female;32129
2018;4; 66;Female;32423
2019;1; 66;Female;32844
2019;2; 66;Female;33122
2019;3; 66;Female;33528
2019;4; 66;Female;33754
2020;1; 66;Female;33442
2020;2; 66;Female;33227
2020;3; 66;Female;33046
2020;4; 66;Female;33037
2021;1; 66;Female;33119
2021;2; 66;Female;33142
2021;3; 66;Female;33259
2021;4; 66;Female;33250
2008;1; 67;Female;26960
2008;2; 67;Female;26674
2008;3; 67;Female;26998
2008;4; 67;Female;27301
2009;1; 67;Female;27530
2009;2; 67;Female;28168
2009;3; 67;Female;28976
2009;4; 67;Female;29867
2010;1; 67;Female;30609
2010;2; 67;Female;31241
2010;3; 67;Female;31659
2010;4; 67;Female;32058
2011;1; 67;Female;32612
2011;2; 67;Female;33509
2011;3; 67;Female;34055
2011;4; 67;Female;34681
2012;1; 67;Female;35062
2012;2; 67;Female;35560
2012;3; 67;Female;36024
2012;4; 67;Female;36366
2013;1; 67;Female;36581
2013;2; 67;Female;37084
2013;3; 67;Female;37669
2013;4; 67;Female;37860
2014;1; 67;Female;37920
2014;2; 67;Female;37915
2014;3; 67;Female;37864
2014;4; 67;Female;37503
2015;1; 67;Female;36923
2015;2; 67;Female;36249
2015;3; 67;Female;35324
2015;4; 67;Female;34732
2016;1; 67;Female;34749
2016;2; 67;Female;34157
2016;3; 67;Female;33988
2016;4; 67;Female;33522
2017;1; 67;Female;33171
2017;2; 67;Female;33267
2017;3; 67;Female;33216
2017;4; 67;Female;33284
2018;1; 67;Female;33332
2018;2; 67;Female;32974
2018;3; 67;Female;32646
2018;4; 67;Female;32173
2019;1; 67;Female;31924
2019;2; 67;Female;31887
2019;3; 67;Female;31783
2019;4; 67;Female;32090
2020;1; 67;Female;32538
2020;2; 67;Female;32796
2020;3; 67;Female;33195
2020;4; 67;Female;33437
2021;1; 67;Female;33125
2021;2; 67;Female;32913
2021;3; 67;Female;32751
2021;4; 67;Female;32745
2008;1; 68;Female;25371
2008;2; 68;Female;25931
2008;3; 68;Female;25996
2008;4; 68;Female;26306
2009;1; 68;Female;26602
2009;2; 68;Female;26313
2009;3; 68;Female;26664
2009;4; 68;Female;26957
2010;1; 68;Female;27174
2010;2; 68;Female;27791
2010;3; 68;Female;28631
2010;4; 68;Female;29504
2011;1; 68;Female;30237
2011;2; 68;Female;30852
2011;3; 68;Female;31302
2011;4; 68;Female;31701
2012;1; 68;Female;32238
2012;2; 68;Female;33133
2012;3; 68;Female;33646
2012;4; 68;Female;34317
2013;1; 68;Female;34665
2013;2; 68;Female;35160
2013;3; 68;Female;35618
2013;4; 68;Female;35957
2014;1; 68;Female;36227
2014;2; 68;Female;36700
2014;3; 68;Female;37275
2014;4; 68;Female;37430
2015;1; 68;Female;37458
2015;2; 68;Female;37522
2015;3; 68;Female;37477
2015;4; 68;Female;37140
2016;1; 68;Female;36574
2016;2; 68;Female;35876
2016;3; 68;Female;34944
2016;4; 68;Female;34360
2017;1; 68;Female;34364
2017;2; 68;Female;33784
2017;3; 68;Female;33613
2017;4; 68;Female;33195
2018;1; 68;Female;32847
2018;2; 68;Female;32948
2018;3; 68;Female;32886
2018;4; 68;Female;32954
2019;1; 68;Female;32980
2019;2; 68;Female;32602
2019;3; 68;Female;32311
2019;4; 68;Female;31814
2020;1; 68;Female;31546
2020;2; 68;Female;31555
2020;3; 68;Female;31490
2020;4; 68;Female;31773
2021;1; 68;Female;32226
2021;2; 68;Female;32468
2021;3; 68;Female;32863
2021;4; 68;Female;33107
2008;1; 69;Female;25086
2008;2; 69;Female;24875
2008;3; 69;Female;25050
2008;4; 69;Female;25096
2009;1; 69;Female;25004
2009;2; 69;Female;25527
2009;3; 69;Female;25607
2009;4; 69;Female;25952
2010;1; 69;Female;26227
2010;2; 69;Female;25962
2010;3; 69;Female;26282
2010;4; 69;Female;26569
2011;1; 69;Female;26805
2011;2; 69;Female;27435
2011;3; 69;Female;28264
2011;4; 69;Female;29118
2012;1; 69;Female;29866
2012;2; 69;Female;30442
2012;3; 69;Female;30884
2012;4; 69;Female;31279
2013;1; 69;Female;31845
2013;2; 69;Female;32708
2013;3; 69;Female;33259
2013;4; 69;Female;33909
2014;1; 69;Female;34239
2014;2; 69;Female;34741
2014;3; 69;Female;35205
2014;4; 69;Female;35541
2015;1; 69;Female;35825
2015;2; 69;Female;36267
2015;3; 69;Female;36816
2015;4; 69;Female;37007
2016;1; 69;Female;37041
2016;2; 69;Female;37073
2016;3; 69;Female;37040
2016;4; 69;Female;36726
2017;1; 69;Female;36179
2017;2; 69;Female;35496
2017;3; 69;Female;34581
2017;4; 69;Female;33967
2018;1; 69;Female;34004
2018;2; 69;Female;33446
2018;3; 69;Female;33253
2018;4; 69;Female;32827
2019;1; 69;Female;32478
2019;2; 69;Female;32601
2019;3; 69;Female;32526
2019;4; 69;Female;32610
2020;1; 69;Female;32631
2020;2; 69;Female;32231
2020;3; 69;Female;31926
2020;4; 69;Female;31448
2021;1; 69;Female;31204
2021;2; 69;Female;31211
2021;3; 69;Female;31144
2021;4; 69;Female;31414
2008;1; 70;Female;24185
2008;2; 70;Female;24609
2008;3; 70;Female;24502
2008;4; 70;Female;24606
2009;1; 70;Female;24679
2009;2; 70;Female;24471
2009;3; 70;Female;24628
2009;4; 70;Female;24662
2010;1; 70;Female;24602
2010;2; 70;Female;25118
2010;3; 70;Female;25215
2010;4; 70;Female;25542
2011;1; 70;Female;25831
2011;2; 70;Female;25566
2011;3; 70;Female;25910
2011;4; 70;Female;26192
2012;1; 70;Female;26409
2012;2; 70;Female;27066
2012;3; 70;Female;27848
2012;4; 70;Female;28681
2013;1; 70;Female;29417
2013;2; 70;Female;30009
2013;3; 70;Female;30461
2013;4; 70;Female;30851
2014;1; 70;Female;31413
2014;2; 70;Female;32292
2014;3; 70;Female;32807
2014;4; 70;Female;33426
2015;1; 70;Female;33781
2015;2; 70;Female;34301
2015;3; 70;Female;34755
2015;4; 70;Female;35076
2016;1; 70;Female;35365
2016;2; 70;Female;35813
2016;3; 70;Female;36387
2016;4; 70;Female;36553
2017;1; 70;Female;36579
2017;2; 70;Female;36605
2017;3; 70;Female;36583
2017;4; 70;Female;36288
2018;1; 70;Female;35736
2018;2; 70;Female;35049
2018;3; 70;Female;34141
2018;4; 70;Female;33532
2019;1; 70;Female;33618
2019;2; 70;Female;33084
2019;3; 70;Female;32879
2019;4; 70;Female;32469
2020;1; 70;Female;32108
2020;2; 70;Female;32220
2020;3; 70;Female;32142
2020;4; 70;Female;32223
2021;1; 70;Female;32218
2021;2; 70;Female;31833
2021;3; 70;Female;31527
2021;4; 70;Female;31087
2008;1; 71;Female;22785
2008;2; 71;Female;22944
2008;3; 71;Female;23277
2008;4; 71;Female;23496
2009;1; 71;Female;23775
2009;2; 71;Female;24196
2009;3; 71;Female;24099
2009;4; 71;Female;24213
2010;1; 71;Female;24284
2010;2; 71;Female;24093
2010;3; 71;Female;24252
2010;4; 71;Female;24271
2011;1; 71;Female;24209
2011;2; 71;Female;24724
2011;3; 71;Female;24812
2011;4; 71;Female;25149
2012;1; 71;Female;25443
2012;2; 71;Female;25159
2012;3; 71;Female;25518
2012;4; 71;Female;25800
2013;1; 71;Female;25976
2013;2; 71;Female;26643
2013;3; 71;Female;27422
2013;4; 71;Female;28267
2014;1; 71;Female;28993
2014;2; 71;Female;29576
2014;3; 71;Female;30017
2014;4; 71;Female;30381
2015;1; 71;Female;30933
2015;2; 71;Female;31817
2015;3; 71;Female;32364
2015;4; 71;Female;33000
2016;1; 71;Female;33303
2016;2; 71;Female;33811
2016;3; 71;Female;34272
2016;4; 71;Female;34616
2017;1; 71;Female;34856
2017;2; 71;Female;35302
2017;3; 71;Female;35851
2017;4; 71;Female;36026
2018;1; 71;Female;36067
2018;2; 71;Female;36096
2018;3; 71;Female;36088
2018;4; 71;Female;35782
2019;1; 71;Female;35238
2019;2; 71;Female;34597
2019;3; 71;Female;33711
2019;4; 71;Female;33112
2020;1; 71;Female;33197
2020;2; 71;Female;32649
2020;3; 71;Female;32440
2020;4; 71;Female;32030
2021;1; 71;Female;31683
2021;2; 71;Female;31823
2021;3; 71;Female;31765
2021;4; 71;Female;31789
2008;1; 72;Female;21551
2008;2; 72;Female;21606
2008;3; 72;Female;21916
2008;4; 72;Female;22044
2009;1; 72;Female;22323
2009;2; 72;Female;22484
2009;3; 72;Female;22821
2009;4; 72;Female;23022
2010;1; 72;Female;23330
2010;2; 72;Female;23730
2010;3; 72;Female;23629
2010;4; 72;Female;23786
2011;1; 72;Female;23862
2011;2; 72;Female;23675
2011;3; 72;Female;23839
2011;4; 72;Female;23848
2012;1; 72;Female;23746
2012;2; 72;Female;24253
2012;3; 72;Female;24349
2012;4; 72;Female;24695
2013;1; 72;Female;25017
2013;2; 72;Female;24697
2013;3; 72;Female;25045
2013;4; 72;Female;25363
2014;1; 72;Female;25564
2014;2; 72;Female;26259
2014;3; 72;Female;27017
2014;4; 72;Female;27860
2015;1; 72;Female;28581
2015;2; 72;Female;29116
2015;3; 72;Female;29531
2015;4; 72;Female;29893
2016;1; 72;Female;30454
2016;2; 72;Female;31326
2016;3; 72;Female;31864
2016;4; 72;Female;32486
2017;1; 72;Female;32773
2017;2; 72;Female;33313
2017;3; 72;Female;33791
2017;4; 72;Female;34075
2018;1; 72;Female;34318
2018;2; 72;Female;34765
2018;3; 72;Female;35296
2018;4; 72;Female;35486
2019;1; 72;Female;35526
2019;2; 72;Female;35541
2019;3; 72;Female;35568
2019;4; 72;Female;35312
2020;1; 72;Female;34751
2020;2; 72;Female;34166
2020;3; 72;Female;33290
2020;4; 72;Female;32657
2021;1; 72;Female;32728
2021;2; 72;Female;32165
2021;3; 72;Female;31961
2021;4; 72;Female;31574
2008;1; 73;Female;20746
2008;2; 73;Female;20849
2008;3; 73;Female;21040
2008;4; 73;Female;21356
2009;1; 73;Female;21059
2009;2; 73;Female;21132
2009;3; 73;Female;21426
2009;4; 73;Female;21544
2010;1; 73;Female;21837
2010;2; 73;Female;21987
2010;3; 73;Female;22307
2010;4; 73;Female;22473
2011;1; 73;Female;22799
2011;2; 73;Female;23199
2011;3; 73;Female;23132
2011;4; 73;Female;23316
2012;1; 73;Female;23386
2012;2; 73;Female;23192
2012;3; 73;Female;23324
2012;4; 73;Female;23380
2013;1; 73;Female;23319
2013;2; 73;Female;23813
2013;3; 73;Female;23925
2013;4; 73;Female;24233
2014;1; 73;Female;24557
2014;2; 73;Female;24269
2014;3; 73;Female;24633
2014;4; 73;Female;24946
2015;1; 73;Female;25133
2015;2; 73;Female;25790
2015;3; 73;Female;26539
2015;4; 73;Female;27377
2016;1; 73;Female;28060
2016;2; 73;Female;28627
2016;3; 73;Female;29057
2016;4; 73;Female;29406
2017;1; 73;Female;29935
2017;2; 73;Female;30775
2017;3; 73;Female;31310
2017;4; 73;Female;31942
2018;1; 73;Female;32222
2018;2; 73;Female;32747
2018;3; 73;Female;33228
2018;4; 73;Female;33515
2019;1; 73;Female;33727
2019;2; 73;Female;34166
2019;3; 73;Female;34711
2019;4; 73;Female;34895
2020;1; 73;Female;34931
2020;2; 73;Female;34953
2020;3; 73;Female;35004
2020;4; 73;Female;34756
2021;1; 73;Female;34224
2021;2; 73;Female;33640
2021;3; 73;Female;32749
2021;4; 73;Female;32158
2008;1; 74;Female;19430
2008;2; 74;Female;19670
2008;3; 74;Female;19893
2008;4; 74;Female;19788
2009;1; 74;Female;20229
2009;2; 74;Female;20337
2009;3; 74;Female;20570
2009;4; 74;Female;20855
2010;1; 74;Female;20535
2010;2; 74;Female;20621
2010;3; 74;Female;20889
2010;4; 74;Female;21034
2011;1; 74;Female;21270
2011;2; 74;Female;21460
2011;3; 74;Female;21767
2011;4; 74;Female;21950
2012;1; 74;Female;22268
2012;2; 74;Female;22708
2012;3; 74;Female;22628
2012;4; 74;Female;22774
2013;1; 74;Female;22831
2013;2; 74;Female;22651
2013;3; 74;Female;22801
2013;4; 74;Female;22896
2014;1; 74;Female;22855
2014;2; 74;Female;23347
2014;3; 74;Female;23467
2014;4; 74;Female;23789
2015;1; 74;Female;24087
2015;2; 74;Female;23813
2015;3; 74;Female;24146
2015;4; 74;Female;24451
2016;1; 74;Female;24663
2016;2; 74;Female;25282
2016;3; 74;Female;26011
2016;4; 74;Female;26828
2017;1; 74;Female;27526
2017;2; 74;Female;28118
2017;3; 74;Female;28547
2017;4; 74;Female;28891
2018;1; 74;Female;29420
2018;2; 74;Female;30224
2018;3; 74;Female;30688
2018;4; 74;Female;31342
2019;1; 74;Female;31629
2019;2; 74;Female;32167
2019;3; 74;Female;32597
2019;4; 74;Female;32872
2020;1; 74;Female;33104
2020;2; 74;Female;33528
2020;3; 74;Female;34070
2020;4; 74;Female;34281
2021;1; 74;Female;34319
2021;2; 74;Female;34340
2021;3; 74;Female;34404
2021;4; 74;Female;34135
2008;1; 75;Female;19153
2008;2; 75;Female;18857
2008;3; 75;Female;18842
2008;4; 75;Female;18882
2009;1; 75;Female;18881
2009;2; 75;Female;19104
2009;3; 75;Female;19359
2009;4; 75;Female;19253
2010;1; 75;Female;19688
2010;2; 75;Female;19795
2010;3; 75;Female;20018
2010;4; 75;Female;20310
2011;1; 75;Female;20005
2011;2; 75;Female;20069
2011;3; 75;Female;20354
2011;4; 75;Female;20508
2012;1; 75;Female;20733
2012;2; 75;Female;20932
2012;3; 75;Female;21234
2012;4; 75;Female;21406
2013;1; 75;Female;21758
2013;2; 75;Female;22158
2013;3; 75;Female;22083
2013;4; 75;Female;22212
2014;1; 75;Female;22283
2014;2; 75;Female;22153
2014;3; 75;Female;22317
2014;4; 75;Female;22394
2015;1; 75;Female;22370
2015;2; 75;Female;22826
2015;3; 75;Female;22980
2015;4; 75;Female;23308
2016;1; 75;Female;23615
2016;2; 75;Female;23314
2016;3; 75;Female;23671
2016;4; 75;Female;23962
2017;1; 75;Female;24146
2017;2; 75;Female;24755
2017;3; 75;Female;25479
2017;4; 75;Female;26270
2018;1; 75;Female;26969
2018;2; 75;Female;27515
2018;3; 75;Female;27957
2018;4; 75;Female;28267
2019;1; 75;Female;28803
2019;2; 75;Female;29574
2019;3; 75;Female;30076
2019;4; 75;Female;30708
2020;1; 75;Female;30973
2020;2; 75;Female;31526
2020;3; 75;Female;31934
2020;4; 75;Female;32179
2021;1; 75;Female;32431
2021;2; 75;Female;32862
2021;3; 75;Female;33441
2021;4; 75;Female;33626
2008;1; 76;Female;18218
2008;2; 76;Female;18390
2008;3; 76;Female;18392
2008;4; 76;Female;18419
2009;1; 76;Female;18537
2009;2; 76;Female;18240
2009;3; 76;Female;18224
2009;4; 76;Female;18290
2010;1; 76;Female;18293
2010;2; 76;Female;18532
2010;3; 76;Female;18763
2010;4; 76;Female;18667
2011;1; 76;Female;19107
2011;2; 76;Female;19207
2011;3; 76;Female;19424
2011;4; 76;Female;19694
2012;1; 76;Female;19393
2012;2; 76;Female;19478
2012;3; 76;Female;19776
2012;4; 76;Female;19952
2013;1; 76;Female;20165
2013;2; 76;Female;20316
2013;3; 76;Female;20646
2013;4; 76;Female;20828
2014;1; 76;Female;21187
2014;2; 76;Female;21611
2014;3; 76;Female;21526
2014;4; 76;Female;21628
2015;1; 76;Female;21676
2015;2; 76;Female;21570
2015;3; 76;Female;21752
2015;4; 76;Female;21867
2016;1; 76;Female;21861
2016;2; 76;Female;22336
2016;3; 76;Female;22450
2016;4; 76;Female;22778
2017;1; 76;Female;23065
2017;2; 76;Female;22785
2017;3; 76;Female;23118
2017;4; 76;Female;23386
2018;1; 76;Female;23571
2018;2; 76;Female;24128
2018;3; 76;Female;24852
2018;4; 76;Female;25652
2019;1; 76;Female;26347
2019;2; 76;Female;26919
2019;3; 76;Female;27307
2019;4; 76;Female;27622
2020;1; 76;Female;28155
2020;2; 76;Female;28914
2020;3; 76;Female;29412
2020;4; 76;Female;30019
2021;1; 76;Female;30257
2021;2; 76;Female;30841
2021;3; 76;Female;31222
2021;4; 76;Female;31475
2008;1; 77;Female;17726
2008;2; 77;Female;17827
2008;3; 77;Female;17691
2008;4; 77;Female;17837
2009;1; 77;Female;17569
2009;2; 77;Female;17752
2009;3; 77;Female;17733
2009;4; 77;Female;17765
2010;1; 77;Female;17878
2010;2; 77;Female;17615
2010;3; 77;Female;17608
2010;4; 77;Female;17679
2011;1; 77;Female;17701
2011;2; 77;Female;17936
2011;3; 77;Female;18122
2011;4; 77;Female;18043
2012;1; 77;Female;18464
2012;2; 77;Female;18561
2012;3; 77;Female;18791
2012;4; 77;Female;19056
2013;1; 77;Female;18786
2013;2; 77;Female;18868
2013;3; 77;Female;19130
2013;4; 77;Female;19342
2014;1; 77;Female;19569
2014;2; 77;Female;19730
2014;3; 77;Female;20038
2014;4; 77;Female;20254
2015;1; 77;Female;20632
2015;2; 77;Female;20985
2015;3; 77;Female;20946
2015;4; 77;Female;21025
2016;1; 77;Female;21116
2016;2; 77;Female;21001
2016;3; 77;Female;21194
2016;4; 77;Female;21306
2017;1; 77;Female;21293
2017;2; 77;Female;21778
2017;3; 77;Female;21905
2017;4; 77;Female;22204
2018;1; 77;Female;22469
2018;2; 77;Female;22183
2018;3; 77;Female;22494
2018;4; 77;Female;22760
2019;1; 77;Female;22940
2019;2; 77;Female;23498
2019;3; 77;Female;24231
2019;4; 77;Female;25034
2020;1; 77;Female;25724
2020;2; 77;Female;26218
2020;3; 77;Female;26594
2020;4; 77;Female;26925
2021;1; 77;Female;27462
2021;2; 77;Female;28177
2021;3; 77;Female;28672
2021;4; 77;Female;29255
2008;1; 78;Female;16838
2008;2; 78;Female;16689
2008;3; 78;Female;16860
2008;4; 78;Female;16804
2009;1; 78;Female;17005
2009;2; 78;Female;17090
2009;3; 78;Female;16984
2009;4; 78;Female;17146
2010;1; 78;Female;16847
2010;2; 78;Female;17034
2010;3; 78;Female;17029
2010;4; 78;Female;17058
2011;1; 78;Female;17145
2011;2; 78;Female;16926
2011;3; 78;Female;16962
2011;4; 78;Female;17048
2012;1; 78;Female;17078
2012;2; 78;Female;17311
2012;3; 78;Female;17480
2012;4; 78;Female;17356
2013;1; 78;Female;17761
2013;2; 78;Female;17867
2013;3; 78;Female;18096
2013;4; 78;Female;18414
2014;1; 78;Female;18175
2014;2; 78;Female;18301
2014;3; 78;Female;18587
2014;4; 78;Female;18753
2015;1; 78;Female;18928
2015;2; 78;Female;19098
2015;3; 78;Female;19400
2015;4; 78;Female;19647
2016;1; 78;Female;19997
2016;2; 78;Female;20347
2016;3; 78;Female;20306
2016;4; 78;Female;20385
2017;1; 78;Female;20443
2017;2; 78;Female;20336
2017;3; 78;Female;20567
2017;4; 78;Female;20727
2018;1; 78;Female;20708
2018;2; 78;Female;21143
2018;3; 78;Female;21244
2018;4; 78;Female;21528
2019;1; 78;Female;21772
2019;2; 78;Female;21535
2019;3; 78;Female;21822
2019;4; 78;Female;22098
2020;1; 78;Female;22295
2020;2; 78;Female;22898
2020;3; 78;Female;23576
2020;4; 78;Female;24361
2021;1; 78;Female;24970
2021;2; 78;Female;25488
2021;3; 78;Female;25875
2021;4; 78;Female;26168
2008;1; 79;Female;16659
2008;2; 79;Female;16503
2008;3; 79;Female;16355
2008;4; 79;Female;16367
2009;1; 79;Female;16134
2009;2; 79;Female;15952
2009;3; 79;Female;16107
2009;4; 79;Female;16053
2010;1; 79;Female;16256
2010;2; 79;Female;16329
2010;3; 79;Female;16222
2010;4; 79;Female;16370
2011;1; 79;Female;16128
2011;2; 79;Female;16318
2011;3; 79;Female;16305
2011;4; 79;Female;16331
2012;1; 79;Female;16460
2012;2; 79;Female;16283
2012;3; 79;Female;16293
2012;4; 79;Female;16387
2013;1; 79;Female;16449
2013;2; 79;Female;16598
2013;3; 79;Female;16799
2013;4; 79;Female;16659
2014;1; 79;Female;17080
2014;2; 79;Female;17213
2014;3; 79;Female;17464
2014;4; 79;Female;17764
2015;1; 79;Female;17516
2015;2; 79;Female;17614
2015;3; 79;Female;17900
2015;4; 79;Female;18089
2016;1; 79;Female;18283
2016;2; 79;Female;18447
2016;3; 79;Female;18753
2016;4; 79;Female;19006
2017;1; 79;Female;19320
2017;2; 79;Female;19630
2017;3; 79;Female;19600
2017;4; 79;Female;19659
2018;1; 79;Female;19762
2018;2; 79;Female;19674
2018;3; 79;Female;19908
2018;4; 79;Female;20077
2019;1; 79;Female;20029
2019;2; 79;Female;20462
2019;3; 79;Female;20572
2019;4; 79;Female;20852
2020;1; 79;Female;21076
2020;2; 79;Female;20882
2020;3; 79;Female;21166
2020;4; 79;Female;21463
2021;1; 79;Female;21651
2021;2; 79;Female;22201
2021;3; 79;Female;22866
2021;4; 79;Female;23607
2008;1; 80;Female;15634
2008;2; 80;Female;15716
2008;3; 80;Female;15680
2008;4; 80;Female;15653
2009;1; 80;Female;15854
2009;2; 80;Female;15700
2009;3; 80;Female;15535
2009;4; 80;Female;15563
2010;1; 80;Female;15335
2010;2; 80;Female;15172
2010;3; 80;Female;15308
2010;4; 80;Female;15234
2011;1; 80;Female;15437
2011;2; 80;Female;15508
2011;3; 80;Female;15449
2011;4; 80;Female;15619
2012;1; 80;Female;15388
2012;2; 80;Female;15557
2012;3; 80;Female;15579
2012;4; 80;Female;15604
2013;1; 80;Female;15687
2013;2; 80;Female;15511
2013;3; 80;Female;15532
2013;4; 80;Female;15661
2014;1; 80;Female;15730
2014;2; 80;Female;15909
2014;3; 80;Female;16140
2014;4; 80;Female;15994
2015;1; 80;Female;16408
2015;2; 80;Female;16510
2015;3; 80;Female;16737
2015;4; 80;Female;17030
2016;1; 80;Female;16799
2016;2; 80;Female;16961
2016;3; 80;Female;17203
2016;4; 80;Female;17361
2017;1; 80;Female;17578
2017;2; 80;Female;17765
2017;3; 80;Female;18053
2017;4; 80;Female;18302
2018;1; 80;Female;18632
2018;2; 80;Female;18901
2018;3; 80;Female;18867
2018;4; 80;Female;18929
2019;1; 80;Female;19044
2019;2; 80;Female;18971
2019;3; 80;Female;19214
2019;4; 80;Female;19373
2020;1; 80;Female;19331
2020;2; 80;Female;19722
2020;3; 80;Female;19846
2020;4; 80;Female;20095
2021;1; 80;Female;20299
2021;2; 80;Female;20144
2021;3; 80;Female;20446
2021;4; 80;Female;20691
2008;1; 81;Female;15169
2008;2; 81;Female;15092
2008;3; 81;Female;15114
2008;4; 81;Female;15121
2009;1; 81;Female;14805
2009;2; 81;Female;14884
2009;3; 81;Female;14863
2009;4; 81;Female;14815
2010;1; 81;Female;15016
2010;2; 81;Female;14902
2010;3; 81;Female;14758
2010;4; 81;Female;14772
2011;1; 81;Female;14540
2011;2; 81;Female;14407
2011;3; 81;Female;14524
2011;4; 81;Female;14479
2012;1; 81;Female;14650
2012;2; 81;Female;14740
2012;3; 81;Female;14696
2012;4; 81;Female;14856
2013;1; 81;Female;14639
2013;2; 81;Female;14768
2013;3; 81;Female;14774
2013;4; 81;Female;14810
2014;1; 81;Female;14911
2014;2; 81;Female;14794
2014;3; 81;Female;14846
2014;4; 81;Female;14979
2015;1; 81;Female;15017
2015;2; 81;Female;15156
2015;3; 81;Female;15384
2015;4; 81;Female;15265
2016;1; 81;Female;15625
2016;2; 81;Female;15730
2016;3; 81;Female;16001
2016;4; 81;Female;16315
2017;1; 81;Female;16070
2017;2; 81;Female;16185
2017;3; 81;Female;16440
2017;4; 81;Female;16619
2018;1; 81;Female;16846
2018;2; 81;Female;16986
2018;3; 81;Female;17282
2018;4; 81;Female;17498
2019;1; 81;Female;17827
2019;2; 81;Female;18168
2019;3; 81;Female;18135
2019;4; 81;Female;18170
2020;1; 81;Female;18281
2020;2; 81;Female;18195
2020;3; 81;Female;18423
2020;4; 81;Female;18589
2021;1; 81;Female;18536
2021;2; 81;Female;18927
2021;3; 81;Female;19074
2021;4; 81;Female;19306
2008;1; 82;Female;14585
2008;2; 82;Female;14421
2008;3; 82;Female;14402
2008;4; 82;Female;14349
2009;1; 82;Female;14302
2009;2; 82;Female;14229
2009;3; 82;Female;14220
2009;4; 82;Female;14202
2010;1; 82;Female;13948
2010;2; 82;Female;14060
2010;3; 82;Female;14007
2010;4; 82;Female;13941
2011;1; 82;Female;14128
2011;2; 82;Female;13994
2011;3; 82;Female;13886
2011;4; 82;Female;13941
2012;1; 82;Female;13749
2012;2; 82;Female;13618
2012;3; 82;Female;13716
2012;4; 82;Female;13655
2013;1; 82;Female;13779
2013;2; 82;Female;13863
2013;3; 82;Female;13859
2013;4; 82;Female;14033
2014;1; 82;Female;13812
2014;2; 82;Female;13978
2014;3; 82;Female;13993
2014;4; 82;Female;14034
2015;1; 82;Female;14160
2015;2; 82;Female;14032
2015;3; 82;Female;14097
2015;4; 82;Female;14229
2016;1; 82;Female;14252
2016;2; 82;Female;14377
2016;3; 82;Female;14578
2016;4; 82;Female;14490
2017;1; 82;Female;14873
2017;2; 82;Female;14992
2017;3; 82;Female;15241
2017;4; 82;Female;15524
2018;1; 82;Female;15221
2018;2; 82;Female;15364
2018;3; 82;Female;15600
2018;4; 82;Female;15788
2019;1; 82;Female;16019
2019;2; 82;Female;16174
2019;3; 82;Female;16469
2019;4; 82;Female;16718
2020;1; 82;Female;17030
2020;2; 82;Female;17361
2020;3; 82;Female;17362
2020;4; 82;Female;17391
2021;1; 82;Female;17483
2021;2; 82;Female;17378
2021;3; 82;Female;17579
2021;4; 82;Female;17739
2008;1; 83;Female;13860
2008;2; 83;Female;13874
2008;3; 83;Female;13858
2008;4; 83;Female;13773
2009;1; 83;Female;13656
2009;2; 83;Female;13520
2009;3; 83;Female;13488
2009;4; 83;Female;13400
2010;1; 83;Female;13368
2010;2; 83;Female;13266
2010;3; 83;Female;13299
2010;4; 83;Female;13326
2011;1; 83;Female;13033
2011;2; 83;Female;13166
2011;3; 83;Female;13112
2011;4; 83;Female;13053
2012;1; 83;Female;13237
2012;2; 83;Female;13105
2012;3; 83;Female;12989
2012;4; 83;Female;13047
2013;1; 83;Female;12860
2013;2; 83;Female;12716
2013;3; 83;Female;12823
2013;4; 83;Female;12777
2014;1; 83;Female;12951
2014;2; 83;Female;13057
2014;3; 83;Female;13053
2014;4; 83;Female;13209
2015;1; 83;Female;13016
2015;2; 83;Female;13153
2015;3; 83;Female;13164
2015;4; 83;Female;13246
2016;1; 83;Female;13329
2016;2; 83;Female;13243
2016;3; 83;Female;13275
2016;4; 83;Female;13411
2017;1; 83;Female;13403
2017;2; 83;Female;13508
2017;3; 83;Female;13712
2017;4; 83;Female;13672
2018;1; 83;Female;14029
2018;2; 83;Female;14136
2018;3; 83;Female;14332
2018;4; 83;Female;14571
2019;1; 83;Female;14309
2019;2; 83;Female;14478
2019;3; 83;Female;14734
2019;4; 83;Female;14925
2020;1; 83;Female;15148
2020;2; 83;Female;15321
2020;3; 83;Female;15600
2020;4; 83;Female;15855
2021;1; 83;Female;16185
2021;2; 83;Female;16528
2021;3; 83;Female;16566
2021;4; 83;Female;16556
2008;1; 84;Female;12905
2008;2; 84;Female;12835
2008;3; 84;Female;12861
2008;4; 84;Female;12810
2009;1; 84;Female;12844
