Year;Quarter;Age;Sex;Population
2021;1; 68;Male;30565
2021;2; 68;Male;31104
2021;3; 68;Male;31304
2021;4; 68;Male;31509
2008;1; 69;Male;23211
2008;2; 69;Male;23087
2008;3; 69;Male;23067
2008;4; 69;Male;23290
2009;1; 69;Male;23476
2009;2; 69;Male;24169
2009;3; 69;Male;24245
2009;4; 69;Male;24560
2010;1; 69;Male;24414
2010;2; 69;Male;24080
2010;3; 69;Male;24323
2010;4; 69;Male;24626
2011;1; 69;Male;25059
2011;2; 69;Male;25733
2011;3; 69;Male;26684
2011;4; 69;Male;27578
2012;1; 69;Male;28298
2012;2; 69;Male;28704
2012;3; 69;Male;29029
2012;4; 69;Male;29245
2013;1; 69;Male;29795
2013;2; 69;Male;30914
2013;3; 69;Male;31410
2013;4; 69;Male;31931
2014;1; 69;Male;32531
2014;2; 69;Male;32994
2014;3; 69;Male;33709
2014;4; 69;Male;34119
2015;1; 69;Male;34492
2015;2; 69;Male;35094
2015;3; 69;Male;35804
2015;4; 69;Male;35943
2016;1; 69;Male;35707
2016;2; 69;Male;35377
2016;3; 69;Male;35047
2016;4; 69;Male;34794
2017;1; 69;Male;34429
2017;2; 69;Male;33836
2017;3; 69;Male;33082
2017;4; 69;Male;32669
2018;1; 69;Male;32304
2018;2; 69;Male;31707
2018;3; 69;Male;31163
2018;4; 69;Male;30581
2019;1; 69;Male;30266
2019;2; 69;Male;30403
2019;3; 69;Male;30569
2019;4; 69;Male;30510
2020;1; 69;Male;30376
2020;2; 69;Male;30249
2020;3; 69;Male;29908
2020;4; 69;Male;29580
2021;1; 69;Male;29745
2021;2; 69;Male;29296
2021;3; 69;Male;29482
2021;4; 69;Male;29684
2008;1; 70;Male;21586
2008;2; 70;Male;22081
2008;3; 70;Male;22293
2008;4; 70;Male;22562
2009;1; 70;Male;22652
2009;2; 70;Male;22492
2009;3; 70;Male;22518
2009;4; 70;Male;22759
2010;1; 70;Male;22933
2010;2; 70;Male;23575
2010;3; 70;Male;23695
2010;4; 70;Male;24042
2011;1; 70;Male;23895
2011;2; 70;Male;23559
2011;3; 70;Male;23769
2011;4; 70;Male;24078
2012;1; 70;Male;24537
2012;2; 70;Male;25162
2012;3; 70;Male;26101
2012;4; 70;Male;26970
2013;1; 70;Male;27667
2013;2; 70;Male;28051
2013;3; 70;Male;28405
2013;4; 70;Male;28592
2014;1; 70;Male;29138
2014;2; 70;Male;30265
2014;3; 70;Male;30788
2014;4; 70;Male;31293
2015;1; 70;Male;31864
2015;2; 70;Male;32361
2015;3; 70;Male;33031
2015;4; 70;Male;33469
2016;1; 70;Male;33824
2016;2; 70;Male;34400
2016;3; 70;Male;35118
2016;4; 70;Male;35269
2017;1; 70;Male;35060
2017;2; 70;Male;34724
2017;3; 70;Male;34382
2017;4; 70;Male;34105
2018;1; 70;Male;33731
2018;2; 70;Male;33132
2018;3; 70;Male;32370
2018;4; 70;Male;31971
2019;1; 70;Male;31655
2019;2; 70;Male;31077
2019;3; 70;Male;30566
2019;4; 70;Male;29989
2020;1; 70;Male;29697
2020;2; 70;Male;29851
2020;3; 70;Male;29986
2020;4; 70;Male;29915
2021;1; 70;Male;29745
2021;2; 70;Male;29647
2021;3; 70;Male;29350
2021;4; 70;Male;29028
2008;1; 71;Male;20516
2008;2; 71;Male;20523
2008;3; 71;Male;20772
2008;4; 71;Male;20706
2009;1; 71;Male;20987
2009;2; 71;Male;21452
2009;3; 71;Male;21686
2009;4; 71;Male;21961
2010;1; 71;Male;22037
2010;2; 71;Male;21902
2010;3; 71;Male;21900
2010;4; 71;Male;22136
2011;1; 71;Male;22336
2011;2; 71;Male;22995
2011;3; 71;Male;23123
2011;4; 71;Male;23442
2012;1; 71;Male;23319
2012;2; 71;Male;23010
2012;3; 71;Male;23224
2012;4; 71;Male;23511
2013;1; 71;Male;23947
2013;2; 71;Male;24580
2013;3; 71;Male;25489
2013;4; 71;Male;26372
2014;1; 71;Male;27030
2014;2; 71;Male;27435
2014;3; 71;Male;27772
2014;4; 71;Male;27963
2015;1; 71;Male;28481
2015;2; 71;Male;29529
2015;3; 71;Male;30024
2015;4; 71;Male;30563
2016;1; 71;Male;31159
2016;2; 71;Male;31639
2016;3; 71;Male;32298
2016;4; 71;Male;32730
2017;1; 71;Male;33076
2017;2; 71;Male;33664
2017;3; 71;Male;34392
2017;4; 71;Male;34551
2018;1; 71;Male;34378
2018;2; 71;Male;33990
2018;3; 71;Male;33662
2018;4; 71;Male;33418
2019;1; 71;Male;33006
2019;2; 71;Male;32461
2019;3; 71;Male;31708
2019;4; 71;Male;31316
2020;1; 71;Male;30993
2020;2; 71;Male;30424
2020;3; 71;Male;29952
2020;4; 71;Male;29391
2021;1; 71;Male;29079
2021;2; 71;Male;29226
2021;3; 71;Male;29340
2021;4; 71;Male;29305
2008;1; 72;Male;18944
2008;2; 72;Male;18964
2008;3; 72;Male;19320
2008;4; 72;Male;19605
2009;1; 72;Male;19878
2009;2; 72;Male;19892
2009;3; 72;Male;20156
2009;4; 72;Male;20115
2010;1; 72;Male;20401
2010;2; 72;Male;20841
2010;3; 72;Male;21053
2010;4; 72;Male;21324
2011;1; 72;Male;21389
2011;2; 72;Male;21292
2011;3; 72;Male;21294
2011;4; 72;Male;21488
2012;1; 72;Male;21675
2012;2; 72;Male;22356
2012;3; 72;Male;22481
2012;4; 72;Male;22824
2013;1; 72;Male;22713
2013;2; 72;Male;22419
2013;3; 72;Male;22638
2013;4; 72;Male;22914
2014;1; 72;Male;23390
2014;2; 72;Male;24032
2014;3; 72;Male;24885
2014;4; 72;Male;25766
2015;1; 72;Male;26417
2015;2; 72;Male;26789
2015;3; 72;Male;27116
2015;4; 72;Male;27316
2016;1; 72;Male;27816
2016;2; 72;Male;28846
2016;3; 72;Male;29318
2016;4; 72;Male;29825
2017;1; 72;Male;30385
2017;2; 72;Male;30848
2017;3; 72;Male;31483
2017;4; 72;Male;31907
2018;1; 72;Male;32307
2018;2; 72;Male;32982
2018;3; 72;Male;33683
2018;4; 72;Male;33811
2019;1; 72;Male;33641
2019;2; 72;Male;33235
2019;3; 72;Male;32933
2019;4; 72;Male;32700
2020;1; 72;Male;32285
2020;2; 72;Male;31749
2020;3; 72;Male;30988
2020;4; 72;Male;30609
2021;1; 72;Male;30296
2021;2; 72;Male;29767
2021;3; 72;Male;29295
2021;4; 72;Male;28727
2008;1; 73;Male;17834
2008;2; 73;Male;17959
2008;3; 73;Male;18183
2008;4; 73;Male;18368
2009;1; 73;Male;18315
2009;2; 73;Male;18307
2009;3; 73;Male;18686
2009;4; 73;Male;18986
2010;1; 73;Male;19250
2010;2; 73;Male;19269
2010;3; 73;Male;19506
2010;4; 73;Male;19451
2011;1; 73;Male;19718
2011;2; 73;Male;20169
2011;3; 73;Male;20383
2011;4; 73;Male;20630
2012;1; 73;Male;20742
2012;2; 73;Male;20643
2012;3; 73;Male;20639
2012;4; 73;Male;20844
2013;1; 73;Male;21019
2013;2; 73;Male;21694
2013;3; 73;Male;21856
2013;4; 73;Male;22167
2014;1; 73;Male;22054
2014;2; 73;Male;21807
2014;3; 73;Male;22047
2014;4; 73;Male;22299
2015;1; 73;Male;22743
2015;2; 73;Male;23344
2015;3; 73;Male;24208
2015;4; 73;Male;25053
2016;1; 73;Male;25698
2016;2; 73;Male;26095
2016;3; 73;Male;26450
2016;4; 73;Male;26629
2017;1; 73;Male;27124
2017;2; 73;Male;28098
2017;3; 73;Male;28573
2017;4; 73;Male;29067
2018;1; 73;Male;29580
2018;2; 73;Male;29993
2018;3; 73;Male;30696
2018;4; 73;Male;31100
2019;1; 73;Male;31494
2019;2; 73;Male;32167
2019;3; 73;Male;32884
2019;4; 73;Male;33031
2020;1; 73;Male;32812
2020;2; 73;Male;32427
2020;3; 73;Male;32125
2020;4; 73;Male;31934
2021;1; 73;Male;31552
2021;2; 73;Male;31017
2021;3; 73;Male;30225
2021;4; 73;Male;29800
2008;1; 74;Male;16450
2008;2; 74;Male;16912
2008;3; 74;Male;17121
2008;4; 74;Male;17156
2009;1; 74;Male;17192
2009;2; 74;Male;17272
2009;3; 74;Male;17503
2009;4; 74;Male;17706
2010;1; 74;Male;17659
2010;2; 74;Male;17686
2010;3; 74;Male;18045
2010;4; 74;Male;18277
2011;1; 74;Male;18537
2011;2; 74;Male;18573
2011;3; 74;Male;18824
2011;4; 74;Male;18814
2012;1; 74;Male;19065
2012;2; 74;Male;19498
2012;3; 74;Male;19716
2012;4; 74;Male;20006
2013;1; 74;Male;20088
2013;2; 74;Male;19974
2013;3; 74;Male;19989
2013;4; 74;Male;20214
2014;1; 74;Male;20373
2014;2; 74;Male;21046
2014;3; 74;Male;21213
2014;4; 74;Male;21530
2015;1; 74;Male;21426
2015;2; 74;Male;21165
2015;3; 74;Male;21357
2015;4; 74;Male;21653
2016;1; 74;Male;22101
2016;2; 74;Male;22681
2016;3; 74;Male;23502
2016;4; 74;Male;24351
2017;1; 74;Male;24974
2017;2; 74;Male;25344
2017;3; 74;Male;25708
2017;4; 74;Male;25883
2018;1; 74;Male;26334
2018;2; 74;Male;27297
2018;3; 74;Male;27755
2018;4; 74;Male;28224
2019;1; 74;Male;28731
2019;2; 74;Male;29166
2019;3; 74;Male;29827
2019;4; 74;Male;30239
2020;1; 74;Male;30676
2020;2; 74;Male;31319
2020;3; 74;Male;32031
2020;4; 74;Male;32191
2021;1; 74;Male;31927
2021;2; 74;Male;31530
2021;3; 74;Male;31289
2021;4; 74;Male;31091
2008;1; 75;Male;15393
2008;2; 75;Male;15252
2008;3; 75;Male;15245
2008;4; 75;Male;15479
2009;1; 75;Male;15807
2009;2; 75;Male;16225
2009;3; 75;Male;16405
2009;4; 75;Male;16432
2010;1; 75;Male;16478
2010;2; 75;Male;16568
2010;3; 75;Male;16834
2010;4; 75;Male;17014
2011;1; 75;Male;16961
2011;2; 75;Male;17031
2011;3; 75;Male;17364
2011;4; 75;Male;17592
2012;1; 75;Male;17879
2012;2; 75;Male;17925
2012;3; 75;Male;18153
2012;4; 75;Male;18150
2013;1; 75;Male;18412
2013;2; 75;Male;18810
2013;3; 75;Male;19007
2013;4; 75;Male;19306
2014;1; 75;Male;19443
2014;2; 75;Male;19322
2014;3; 75;Male;19362
2014;4; 75;Male;19566
2015;1; 75;Male;19723
2015;2; 75;Male;20384
2015;3; 75;Male;20522
2015;4; 75;Male;20827
2016;1; 75;Male;20700
2016;2; 75;Male;20453
2016;3; 75;Male;20676
2016;4; 75;Male;20944
2017;1; 75;Male;21395
2017;2; 75;Male;21965
2017;3; 75;Male;22772
2017;4; 75;Male;23575
2018;1; 75;Male;24196
2018;2; 75;Male;24549
2018;3; 75;Male;24902
2018;4; 75;Male;25029
2019;1; 75;Male;25475
2019;2; 75;Male;26419
2019;3; 75;Male;26849
2019;4; 75;Male;27358
2020;1; 75;Male;27805
2020;2; 75;Male;28247
2020;3; 75;Male;28891
2020;4; 75;Male;29329
2021;1; 75;Male;29762
2021;2; 75;Male;30373
2021;3; 75;Male;31013
2021;4; 75;Male;31173
2008;1; 76;Male;14537
2008;2; 76;Male;14661
2008;3; 76;Male;14737
2008;4; 76;Male;14709
2009;1; 76;Male;14700
2009;2; 76;Male;14585
2009;3; 76;Male;14583
2009;4; 76;Male;14815
2010;1; 76;Male;15085
2010;2; 76;Male;15544
2010;3; 76;Male;15709
2010;4; 76;Male;15742
2011;1; 76;Male;15770
2011;2; 76;Male;15853
2011;3; 76;Male;16134
2011;4; 76;Male;16317
2012;1; 76;Male;16249
2012;2; 76;Male;16244
2012;3; 76;Male;16632
2012;4; 76;Male;16887
2013;1; 76;Male;17154
2013;2; 76;Male;17227
2013;3; 76;Male;17458
2013;4; 76;Male;17457
2014;1; 76;Male;17766
2014;2; 76;Male;18163
2014;3; 76;Male;18363
2014;4; 76;Male;18614
2015;1; 76;Male;18758
2015;2; 76;Male;18675
2015;3; 76;Male;18701
2015;4; 76;Male;18957
2016;1; 76;Male;19074
2016;2; 76;Male;19718
2016;3; 76;Male;19848
2016;4; 76;Male;20156
2017;1; 76;Male;19991
2017;2; 76;Male;19754
2017;3; 76;Male;19947
2017;4; 76;Male;20223
2018;1; 76;Male;20673
2018;2; 76;Male;21189
2018;3; 76;Male;21970
2018;4; 76;Male;22772
2019;1; 76;Male;23351
2019;2; 76;Male;23743
2019;3; 76;Male;24049
2019;4; 76;Male;24169
2020;1; 76;Male;24623
2020;2; 76;Male;25497
2020;3; 76;Male;25906
2020;4; 76;Male;26409
2021;1; 76;Male;26838
2021;2; 76;Male;27305
2021;3; 76;Male;27945
2021;4; 76;Male;28286
2008;1; 77;Male;13773
2008;2; 77;Male;13754
2008;3; 77;Male;13744
2008;4; 77;Male;13842
2009;1; 77;Male;13782
2009;2; 77;Male;13893
2009;3; 77;Male;13985
2009;4; 77;Male;13962
2010;1; 77;Male;13990
2010;2; 77;Male;13892
2010;3; 77;Male;13901
2010;4; 77;Male;14112
2011;1; 77;Male;14385
2011;2; 77;Male;14785
2011;3; 77;Male;14937
2011;4; 77;Male;14975
2012;1; 77;Male;14999
2012;2; 77;Male;15099
2012;3; 77;Male;15345
2012;4; 77;Male;15562
2013;1; 77;Male;15525
2013;2; 77;Male;15522
2013;3; 77;Male;15936
2013;4; 77;Male;16178
2014;1; 77;Male;16446
2014;2; 77;Male;16549
2014;3; 77;Male;16798
2014;4; 77;Male;16785
2015;1; 77;Male;17074
2015;2; 77;Male;17429
2015;3; 77;Male;17649
2015;4; 77;Male;17865
2016;1; 77;Male;18009
2016;2; 77;Male;17940
2016;3; 77;Male;18030
2016;4; 77;Male;18273
2017;1; 77;Male;18357
2017;2; 77;Male;18947
2017;3; 77;Male;19090
2017;4; 77;Male;19403
2018;1; 77;Male;19249
2018;2; 77;Male;18999
2018;3; 77;Male;19225
2018;4; 77;Male;19479
2019;1; 77;Male;19879
2019;2; 77;Male;20389
2019;3; 77;Male;21137
2019;4; 77;Male;21962
2020;1; 77;Male;22530
2020;2; 77;Male;22873
2020;3; 77;Male;23194
2020;4; 77;Male;23290
2021;1; 77;Male;23684
2021;2; 77;Male;24537
2021;3; 77;Male;24955
2021;4; 77;Male;25424
2008;1; 78;Male;12901
2008;2; 78;Male;12831
2008;3; 78;Male;12917
2008;4; 78;Male;12919
2009;1; 78;Male;12962
2009;2; 78;Male;12943
2009;3; 78;Male;12956
2009;4; 78;Male;13047
2010;1; 78;Male;12984
2010;2; 78;Male;13113
2010;3; 78;Male;13215
2010;4; 78;Male;13216
2011;1; 78;Male;13208
2011;2; 78;Male;13141
2011;3; 78;Male;13180
2011;4; 78;Male;13386
2012;1; 78;Male;13613
2012;2; 78;Male;14005
2012;3; 78;Male;14157
2012;4; 78;Male;14198
2013;1; 78;Male;14230
2013;2; 78;Male;14272
2013;3; 78;Male;14528
2013;4; 78;Male;14735
2014;1; 78;Male;14746
2014;2; 78;Male;14796
2014;3; 78;Male;15183
2014;4; 78;Male;15459
2015;1; 78;Male;15684
2015;2; 78;Male;15796
2015;3; 78;Male;16066
2015;4; 78;Male;16072
2016;1; 78;Male;16347
2016;2; 78;Male;16701
2016;3; 78;Male;16870
2016;4; 78;Male;17107
2017;1; 78;Male;17269
2017;2; 78;Male;17175
2017;3; 78;Male;17207
2017;4; 78;Male;17484
2018;1; 78;Male;17595
2018;2; 78;Male;18112
2018;3; 78;Male;18283
2018;4; 78;Male;18565
2019;1; 78;Male;18425
2019;2; 78;Male;18201
2019;3; 78;Male;18433
2019;4; 78;Male;18681
2020;1; 78;Male;19073
2020;2; 78;Male;19586
2020;3; 78;Male;20301
2020;4; 78;Male;21091
2021;1; 78;Male;21633
2021;2; 78;Male;21966
2021;3; 78;Male;22259
2021;4; 78;Male;22332
2008;1; 79;Male;12298
2008;2; 79;Male;12313
2008;3; 79;Male;12395
2008;4; 79;Male;12291
2009;1; 79;Male;12106
2009;2; 79;Male;12034
2009;3; 79;Male;12093
2009;4; 79;Male;12071
2010;1; 79;Male;12141
2010;2; 79;Male;12139
2010;3; 79;Male;12123
2010;4; 79;Male;12239
2011;1; 79;Male;12223
2011;2; 79;Male;12361
2011;3; 79;Male;12420
2011;4; 79;Male;12427
2012;1; 79;Male;12398
2012;2; 79;Male;12370
2012;3; 79;Male;12401
2012;4; 79;Male;12632
2013;1; 79;Male;12849
2013;2; 79;Male;13253
2013;3; 79;Male;13395
2013;4; 79;Male;13423
2014;1; 79;Male;13469
2014;2; 79;Male;13586
2014;3; 79;Male;13803
2014;4; 79;Male;13995
2015;1; 79;Male;14033
2015;2; 79;Male;14031
2015;3; 79;Male;14426
2015;4; 79;Male;14671
2016;1; 79;Male;14871
2016;2; 79;Male;14994
2016;3; 79;Male;15269
2016;4; 79;Male;15283
2017;1; 79;Male;15588
2017;2; 79;Male;15934
2017;3; 79;Male;16148
2017;4; 79;Male;16307
2018;1; 79;Male;16456
2018;2; 79;Male;16378
2018;3; 79;Male;16419
2018;4; 79;Male;16669
2019;1; 79;Male;16772
2019;2; 79;Male;17310
2019;3; 79;Male;17495
2019;4; 79;Male;17731
2020;1; 79;Male;17582
2020;2; 79;Male;17392
2020;3; 79;Male;17640
2020;4; 79;Male;17862
2021;1; 79;Male;18238
2021;2; 79;Male;18735
2021;3; 79;Male;19414
2021;4; 79;Male;20169
2008;1; 80;Male;10884
2008;2; 80;Male;10984
2008;3; 80;Male;11005
2008;4; 80;Male;11212
2009;1; 80;Male;11473
2009;2; 80;Male;11507
2009;3; 80;Male;11548
2009;4; 80;Male;11438
2010;1; 80;Male;11275
2010;2; 80;Male;11218
2010;3; 80;Male;11301
2010;4; 80;Male;11288
2011;1; 80;Male;11341
2011;2; 80;Male;11346
2011;3; 80;Male;11380
2011;4; 80;Male;11535
2012;1; 80;Male;11507
2012;2; 80;Male;11553
2012;3; 80;Male;11600
2012;4; 80;Male;11591
2013;1; 80;Male;11614
2013;2; 80;Male;11587
2013;3; 80;Male;11640
2013;4; 80;Male;11853
2014;1; 80;Male;12066
2014;2; 80;Male;12453
2014;3; 80;Male;12639
2014;4; 80;Male;12687
2015;1; 80;Male;12723
2015;2; 80;Male;12782
2015;3; 80;Male;12997
2015;4; 80;Male;13237
2016;1; 80;Male;13268
2016;2; 80;Male;13272
2016;3; 80;Male;13636
2016;4; 80;Male;13834
2017;1; 80;Male;14049
2017;2; 80;Male;14178
2017;3; 80;Male;14462
2017;4; 80;Male;14509
2018;1; 80;Male;14778
2018;2; 80;Male;15066
2018;3; 80;Male;15265
2018;4; 80;Male;15410
2019;1; 80;Male;15577
2019;2; 80;Male;15536
2019;3; 80;Male;15530
2019;4; 80;Male;15758
2020;1; 80;Male;15901
2020;2; 80;Male;16457
2020;3; 80;Male;16597
2020;4; 80;Male;16876
2021;1; 80;Male;16709
2021;2; 80;Male;16526
2021;3; 80;Male;16758
2021;4; 80;Male;16979
2008;1; 81;Male;10338
2008;2; 81;Male;10283
2008;3; 81;Male;10310
2008;4; 81;Male;10325
2009;1; 81;Male;10075
2009;2; 81;Male;10162
2009;3; 81;Male;10153
2009;4; 81;Male;10373
2010;1; 81;Male;10630
2010;2; 81;Male;10623
2010;3; 81;Male;10703
2010;4; 81;Male;10585
2011;1; 81;Male;10434
2011;2; 81;Male;10417
2011;3; 81;Male;10465
2011;4; 81;Male;10470
2012;1; 81;Male;10574
2012;2; 81;Male;10592
2012;3; 81;Male;10634
2012;4; 81;Male;10739
2013;1; 81;Male;10685
2013;2; 81;Male;10747
2013;3; 81;Male;10804
2013;4; 81;Male;10812
2014;1; 81;Male;10827
2014;2; 81;Male;10813
2014;3; 81;Male;10876
2014;4; 81;Male;11097
2015;1; 81;Male;11310
2015;2; 81;Male;11735
2015;3; 81;Male;11873
2015;4; 81;Male;11887
2016;1; 81;Male;11914
2016;2; 81;Male;11948
2016;3; 81;Male;12156
2016;4; 81;Male;12413
2017;1; 81;Male;12450
2017;2; 81;Male;12457
2017;3; 81;Male;12798
2017;4; 81;Male;13008
2018;1; 81;Male;13194
2018;2; 81;Male;13318
2018;3; 81;Male;13600
2018;4; 81;Male;13620
2019;1; 81;Male;13875
2019;2; 81;Male;14178
2019;3; 81;Male;14377
2019;4; 81;Male;14555
2020;1; 81;Male;14712
2020;2; 81;Male;14647
2020;3; 81;Male;14694
2020;4; 81;Male;14925
2021;1; 81;Male;15015
2021;2; 81;Male;15514
2021;3; 81;Male;15656
2021;4; 81;Male;15881
2008;1; 82;Male; 9235
2008;2; 82;Male; 9308
2008;3; 82;Male; 9375
2008;4; 82;Male; 9336
2009;1; 82;Male; 9442
2009;2; 82;Male; 9382
2009;3; 82;Male; 9460
2009;4; 82;Male; 9447
2010;1; 82;Male; 9228
2010;2; 82;Male; 9314
2010;3; 82;Male; 9290
2010;4; 82;Male; 9494
2011;1; 82;Male; 9702
2011;2; 82;Male; 9751
2011;3; 82;Male; 9831
2011;4; 82;Male; 9775
2012;1; 82;Male; 9628
2012;2; 82;Male; 9623
2012;3; 82;Male; 9638
2012;4; 82;Male; 9640
2013;1; 82;Male; 9746
2013;2; 82;Male; 9683
2013;3; 82;Male; 9732
2013;4; 82;Male; 9893
2014;1; 82;Male; 9888
2014;2; 82;Male; 9967
2014;3; 82;Male;10052
2014;4; 82;Male;10057
2015;1; 82;Male;10054
2015;2; 82;Male;10040
2015;3; 82;Male;10132
2015;4; 82;Male;10300
2016;1; 82;Male;10485
2016;2; 82;Male;10880
2016;3; 82;Male;11034
2016;4; 82;Male;11041
2017;1; 82;Male;11087
2017;2; 82;Male;11103
2017;3; 82;Male;11289
2017;4; 82;Male;11566
2018;1; 82;Male;11594
2018;2; 82;Male;11605
2018;3; 82;Male;11894
2018;4; 82;Male;12075
2019;1; 82;Male;12302
2019;2; 82;Male;12458
2019;3; 82;Male;12752
2019;4; 82;Male;12746
2020;1; 82;Male;12955
2020;2; 82;Male;13290
2020;3; 82;Male;13448
2020;4; 82;Male;13649
2021;1; 82;Male;13784
2021;2; 82;Male;13699
2021;3; 82;Male;13790
2021;4; 82;Male;13999
2008;1; 83;Male; 8427
2008;2; 83;Male; 8419
2008;3; 83;Male; 8402
2008;4; 83;Male; 8502
2009;1; 83;Male; 8402
2009;2; 83;Male; 8438
2009;3; 83;Male; 8460
2009;4; 83;Male; 8444
2010;1; 83;Male; 8549
2010;2; 83;Male; 8525
2010;3; 83;Male; 8604
2010;4; 83;Male; 8572
2011;1; 83;Male; 8413
2011;2; 83;Male; 8457
2011;3; 83;Male; 8494
2011;4; 83;Male; 8666
2012;1; 83;Male; 8865
2012;2; 83;Male; 8918
2012;3; 83;Male; 9036
2012;4; 83;Male; 8951
2013;1; 83;Male; 8813
2013;2; 83;Male; 8783
2013;3; 83;Male; 8782
2013;4; 83;Male; 8770
2014;1; 83;Male; 8865
2014;2; 83;Male; 8881
2014;3; 83;Male; 8935
2014;4; 83;Male; 9075
2015;1; 83;Male; 9095
2015;2; 83;Male; 9166
2015;3; 83;Male; 9211
2015;4; 83;Male; 9267
2016;1; 83;Male; 9277
2016;2; 83;Male; 9243
2016;3; 83;Male; 9326
2016;4; 83;Male; 9509
2017;1; 83;Male; 9674
2017;2; 83;Male;10055
2017;3; 83;Male;10184
2017;4; 83;Male;10142
2018;1; 83;Male;10195
2018;2; 83;Male;10233
2018;3; 83;Male;10413
2018;4; 83;Male;10674
2019;1; 83;Male;10671
2019;2; 83;Male;10703
2019;3; 83;Male;11007
2019;4; 83;Male;11223
2020;1; 83;Male;11435
2020;2; 83;Male;11553
2020;3; 83;Male;11824
2020;4; 83;Male;11808
2021;1; 83;Male;11991
2021;2; 83;Male;12296
2021;3; 83;Male;12461
2021;4; 83;Male;12659
2008;1; 84;Male; 7159
2008;2; 84;Male; 7180
2008;3; 84;Male; 7238
2008;4; 84;Male; 7384
2009;1; 84;Male; 7547
2009;2; 84;Male; 7535
2009;3; 84;Male; 7520
2009;4; 84;Male; 7648
2010;1; 84;Male; 7536
2010;2; 84;Male; 7570
2010;3; 84;Male; 7605
2010;4; 84;Male; 7613
2011;1; 84;Male; 7724
2011;2; 84;Male; 7703
2011;3; 84;Male; 7768
2011;4; 84;Male; 7757
2012;1; 84;Male; 7579
2012;2; 84;Male; 7634
2012;3; 84;Male; 7664
2012;4; 84;Male; 7847
2013;1; 84;Male; 8058
2013;2; 84;Male; 8035
2013;3; 84;Male; 8164
2013;4; 84;Male; 8114
2014;1; 84;Male; 7995
2014;2; 84;Male; 8004
2014;3; 84;Male; 7981
2014;4; 84;Male; 7973
2015;1; 84;Male; 8050
2015;2; 84;Male; 8016
2015;3; 84;Male; 8116
2015;4; 84;Male; 8221
2016;1; 84;Male; 8266
2016;2; 84;Male; 8365
2016;3; 84;Male; 8405
2016;4; 84;Male; 8454
2017;1; 84;Male; 8476
2017;2; 84;Male; 8450
2017;3; 84;Male; 8517
2017;4; 84;Male; 8706
2018;1; 84;Male; 8885
2018;2; 84;Male; 9168
2018;3; 84;Male; 9252
2018;4; 84;Male; 9208
2019;1; 84;Male; 9281
2019;2; 84;Male; 9324
2019;3; 84;Male; 9502
2019;4; 84;Male; 9768
2020;1; 84;Male; 9753
2020;2; 84;Male; 9814
2020;3; 84;Male;10093
2020;4; 84;Male;10266
2021;1; 84;Male;10513
2021;2; 84;Male;10637
2021;3; 84;Male;10887
2021;4; 84;Male;10905
2008;1; 85;Male; 6235
2008;2; 85;Male; 6196
2008;3; 85;Male; 6258
2008;4; 85;Male; 6289
2009;1; 85;Male; 6345
2009;2; 85;Male; 6328
2009;3; 85;Male; 6404
2009;4; 85;Male; 6527
2010;1; 85;Male; 6677
2010;2; 85;Male; 6690
2010;3; 85;Male; 6707
2010;4; 85;Male; 6761
2011;1; 85;Male; 6680
2011;2; 85;Male; 6738
2011;3; 85;Male; 6801
2011;4; 85;Male; 6792
2012;1; 85;Male; 6944
2012;2; 85;Male; 6887
2012;3; 85;Male; 6938
2012;4; 85;Male; 6961
2013;1; 85;Male; 6796
2013;2; 85;Male; 6828
2013;3; 85;Male; 6828
2013;4; 85;Male; 7011
2014;1; 85;Male; 7144
2014;2; 85;Male; 7212
2014;3; 85;Male; 7367
2014;4; 85;Male; 7361
2015;1; 85;Male; 7255
2015;2; 85;Male; 7233
2015;3; 85;Male; 7235
2015;4; 85;Male; 7203
2016;1; 85;Male; 7241
2016;2; 85;Male; 7224
2016;3; 85;Male; 7293
2016;4; 85;Male; 7434
2017;1; 85;Male; 7470
2017;2; 85;Male; 7529
2017;3; 85;Male; 7581
2017;4; 85;Male; 7641
2018;1; 85;Male; 7634
2018;2; 85;Male; 7630
2018;3; 85;Male; 7687
2018;4; 85;Male; 7853
2019;1; 85;Male; 7994
2019;2; 85;Male; 8294
2019;3; 85;Male; 8375
2019;4; 85;Male; 8345
2020;1; 85;Male; 8428
2020;2; 85;Male; 8484
2020;3; 85;Male; 8639
2020;4; 85;Male; 8889
2021;1; 85;Male; 8825
2021;2; 85;Male; 8897
2021;3; 85;Male; 9172
2021;4; 85;Male; 9336
2008;1; 86;Male; 5635
2008;2; 86;Male; 5608
2008;3; 86;Male; 5552
2008;4; 86;Male; 5550
2009;1; 86;Male; 5446
2009;2; 86;Male; 5394
2009;3; 86;Male; 5481
2009;4; 86;Male; 5506
2010;1; 86;Male; 5549
2010;2; 86;Male; 5536
2010;3; 86;Male; 5591
2010;4; 86;Male; 5766
2011;1; 86;Male; 5878
2011;2; 86;Male; 5885
2011;3; 86;Male; 5882
2011;4; 86;Male; 5957
2012;1; 86;Male; 5875
2012;2; 86;Male; 5968
2012;3; 86;Male; 6048
2012;4; 86;Male; 6050
2013;1; 86;Male; 6134
2013;2; 86;Male; 6044
2013;3; 86;Male; 6072
2013;4; 86;Male; 6129
2014;1; 86;Male; 6003
2014;2; 86;Male; 6061
2014;3; 86;Male; 6063
2014;4; 86;Male; 6181
