Date;Age;Deaths
2021-02-18;45-49; 1
2021-02-18;50-54; 3
2021-02-18;55-59; 9
2021-02-18;60-64;12
2021-02-18;65-69; 7
2021-02-18;70-74;13
2021-02-18;75-79;24
2021-02-18;80-84;26
2021-02-18;85-89;26
2021-02-18;90-94; 9
2021-02-18;95-99;11
2021-02-18;100+; 3
2021-02-19;0-4; 0
2021-02-19;5-9; 0
2021-02-19;10-14; 0
2021-02-19;15-19; 0
2021-02-19;20-24; 0
2021-02-19;25-29; 0
2021-02-19;30-34; 0
2021-02-19;35-39; 0
2021-02-19;40-44; 0
2021-02-19;45-49; 1
2021-02-19;50-54; 5
2021-02-19;55-59; 4
2021-02-19;60-64;14
2021-02-19;65-69;19
2021-02-19;70-74;13
2021-02-19;75-79;24
2021-02-19;80-84;23
2021-02-19;85-89;19
2021-02-19;90-94;12
2021-02-19;95-99;10
2021-02-19;100+; 2
2021-02-20;0-4; 0
2021-02-20;5-9; 0
2021-02-20;10-14; 0
2021-02-20;15-19; 0
2021-02-20;20-24; 0
2021-02-20;25-29; 0
2021-02-20;30-34; 0
2021-02-20;35-39; 0
2021-02-20;40-44; 2
2021-02-20;45-49; 1
2021-02-20;50-54; 5
2021-02-20;55-59; 5
2021-02-20;60-64; 7
2021-02-20;65-69;12
2021-02-20;70-74;20
2021-02-20;75-79;20
2021-02-20;80-84;25
2021-02-20;85-89;26
2021-02-20;90-94;18
2021-02-20;95-99;10
2021-02-20;100+; 0
2021-02-21;0-4; 0
2021-02-21;5-9; 0
2021-02-21;10-14; 0
2021-02-21;15-19; 1
2021-02-21;20-24; 0
2021-02-21;25-29; 0
2021-02-21;30-34; 0
2021-02-21;35-39; 0
2021-02-21;40-44; 2
2021-02-21;45-49; 2
2021-02-21;50-54; 3
2021-02-21;55-59; 3
2021-02-21;60-64; 7
2021-02-21;65-69;11
2021-02-21;70-74;18
2021-02-21;75-79;26
2021-02-21;80-84;19
2021-02-21;85-89;33
2021-02-21;90-94;17
2021-02-21;95-99;11
2021-02-21;100+; 3
2021-02-22;0-4; 0
2021-02-22;5-9; 0
2021-02-22;10-14; 0
2021-02-22;15-19; 0
2021-02-22;20-24; 0
2021-02-22;25-29; 0
2021-02-22;30-34; 1
2021-02-22;35-39; 1
2021-02-22;40-44; 1
2021-02-22;45-49; 3
2021-02-22;50-54; 5
2021-02-22;55-59; 3
2021-02-22;60-64; 5
2021-02-22;65-69; 9
2021-02-22;70-74; 8
2021-02-22;75-79;32
2021-02-22;80-84;16
2021-02-22;85-89;20
2021-02-22;90-94;18
2021-02-22;95-99; 8
2021-02-22;100+; 2
2021-02-23;0-4; 0
2021-02-23;5-9; 0
2021-02-23;10-14; 0
2021-02-23;15-19; 0
2021-02-23;20-24; 0
2021-02-23;25-29; 1
2021-02-23;30-34; 0
2021-02-23;35-39; 0
2021-02-23;40-44; 2
2021-02-23;45-49; 0
2021-02-23;50-54; 4
2021-02-23;55-59; 5
2021-02-23;60-64; 3
2021-02-23;65-69;14
2021-02-23;70-74;15
2021-02-23;75-79;22
2021-02-23;80-84;27
2021-02-23;85-89;17
2021-02-23;90-94;25
2021-02-23;95-99; 4
2021-02-23;100+; 1
2021-02-24;0-4; 0
2021-02-24;5-9; 0
2021-02-24;10-14; 0
2021-02-24;15-19; 0
2021-02-24;20-24; 0
2021-02-24;25-29; 0
2021-02-24;30-34; 1
2021-02-24;35-39; 0
2021-02-24;40-44; 1
2021-02-24;45-49; 1
2021-02-24;50-54; 2
2021-02-24;55-59; 5
2021-02-24;60-64; 5
2021-02-24;65-69; 7
2021-02-24;70-74;13
2021-02-24;75-79;26
2021-02-24;80-84;31
2021-02-24;85-89;29
2021-02-24;90-94;20
2021-02-24;95-99; 7
2021-02-24;100+; 1
2021-02-25;0-4; 0
2021-02-25;5-9; 0
2021-02-25;10-14; 0
2021-02-25;15-19; 0
2021-02-25;20-24; 0
2021-02-25;25-29; 0
2021-02-25;30-34; 0
2021-02-25;35-39; 0
2021-02-25;40-44; 0
2021-02-25;45-49; 2
2021-02-25;50-54; 2
2021-02-25;55-59; 3
2021-02-25;60-64; 8
2021-02-25;65-69; 9
2021-02-25;70-74;11
2021-02-25;75-79;23
2021-02-25;80-84;21
2021-02-25;85-89;35
2021-02-25;90-94;22
2021-02-25;95-99; 9
2021-02-25;100+; 1
2021-02-26;0-4; 0
2021-02-26;5-9; 0
2021-02-26;10-14; 0
2021-02-26;15-19; 0
2021-02-26;20-24; 0
2021-02-26;25-29; 1
2021-02-26;30-34; 0
2021-02-26;35-39; 1
2021-02-26;40-44; 1
2021-02-26;45-49; 0
2021-02-26;50-54; 0
2021-02-26;55-59; 4
2021-02-26;60-64;15
2021-02-26;65-69; 9
2021-02-26;70-74;11
2021-02-26;75-79;17
2021-02-26;80-84;22
2021-02-26;85-89;24
2021-02-26;90-94;17
2021-02-26;95-99; 8
2021-02-26;100+; 0
2021-02-27;0-4; 0
2021-02-27;5-9; 0
2021-02-27;10-14; 0
2021-02-27;15-19; 0
2021-02-27;20-24; 2
2021-02-27;25-29; 0
2021-02-27;30-34; 0
2021-02-27;35-39; 1
2021-02-27;40-44; 2
2021-02-27;45-49; 1
2021-02-27;50-54; 4
2021-02-27;55-59; 5
2021-02-27;60-64; 4
2021-02-27;65-69; 8
2021-02-27;70-74;13
2021-02-27;75-79;20
2021-02-27;80-84;26
2021-02-27;85-89;25
2021-02-27;90-94;18
2021-02-27;95-99;11
2021-02-27;100+; 2
2021-02-28;0-4; 0
2021-02-28;5-9; 0
2021-02-28;10-14; 0
2021-02-28;15-19; 0
2021-02-28;20-24; 0
2021-02-28;25-29; 0
2021-02-28;30-34; 1
2021-02-28;35-39; 0
2021-02-28;40-44; 1
2021-02-28;45-49; 1
2021-02-28;50-54; 6
2021-02-28;55-59; 7
2021-02-28;60-64;10
2021-02-28;65-69;12
2021-02-28;70-74;13
2021-02-28;75-79;19
2021-02-28;80-84;15
2021-02-28;85-89;16
2021-02-28;90-94;23
2021-02-28;95-99; 6
2021-02-28;100+; 0
2021-03-01;0-4; 1
2021-03-01;5-9; 0
2021-03-01;10-14; 0
2021-03-01;15-19; 0
2021-03-01;20-24; 0
2021-03-01;25-29; 0
2021-03-01;30-34; 0
2021-03-01;35-39; 2
2021-03-01;40-44; 1
2021-03-01;45-49; 2
2021-03-01;50-54; 2
2021-03-01;55-59; 2
2021-03-01;60-64; 9
2021-03-01;65-69; 8
2021-03-01;70-74;24
2021-03-01;75-79;16
2021-03-01;80-84;29
2021-03-01;85-89;22
2021-03-01;90-94;21
2021-03-01;95-99; 9
2021-03-01;100+; 1
2021-03-02;0-4; 2
2021-03-02;5-9; 0
2021-03-02;10-14; 0
2021-03-02;15-19; 0
2021-03-02;20-24; 0
2021-03-02;25-29; 0
2021-03-02;30-34; 0
2021-03-02;35-39; 0
2021-03-02;40-44; 1
2021-03-02;45-49; 2
2021-03-02;50-54; 0
2021-03-02;55-59; 9
2021-03-02;60-64; 7
2021-03-02;65-69; 8
2021-03-02;70-74;10
2021-03-02;75-79;17
2021-03-02;80-84;23
2021-03-02;85-89;20
2021-03-02;90-94;22
2021-03-02;95-99; 9
2021-03-02;100+; 0
2021-03-03;0-4; 1
2021-03-03;5-9; 0
2021-03-03;10-14; 0
2021-03-03;15-19; 0
2021-03-03;20-24; 0
2021-03-03;25-29; 1
2021-03-03;30-34; 0
2021-03-03;35-39; 0
2021-03-03;40-44; 1
2021-03-03;45-49; 1
2021-03-03;50-54; 2
2021-03-03;55-59; 3
2021-03-03;60-64; 9
2021-03-03;65-69;11
2021-03-03;70-74;13
2021-03-03;75-79;25
2021-03-03;80-84;24
2021-03-03;85-89;31
2021-03-03;90-94;19
2021-03-03;95-99; 7
2021-03-03;100+; 1
2021-03-04;0-4; 1
2021-03-04;5-9; 0
2021-03-04;10-14; 0
2021-03-04;15-19; 1
2021-03-04;20-24; 1
2021-03-04;25-29; 1
2021-03-04;30-34; 0
2021-03-04;35-39; 0
2021-03-04;40-44; 0
2021-03-04;45-49; 0
2021-03-04;50-54; 4
2021-03-04;55-59; 5
2021-03-04;60-64; 6
2021-03-04;65-69;10
2021-03-04;70-74;18
2021-03-04;75-79;24
2021-03-04;80-84;23
2021-03-04;85-89;22
2021-03-04;90-94;13
2021-03-04;95-99; 6
2021-03-04;100+; 0
2021-03-05;0-4; 1
2021-03-05;5-9; 0
2021-03-05;10-14; 0
2021-03-05;15-19; 0
2021-03-05;20-24; 0
2021-03-05;25-29; 1
2021-03-05;30-34; 1
2021-03-05;35-39; 1
2021-03-05;40-44; 0
2021-03-05;45-49; 2
2021-03-05;50-54; 2
2021-03-05;55-59; 5
2021-03-05;60-64; 3
2021-03-05;65-69;14
2021-03-05;70-74;16
2021-03-05;75-79;16
2021-03-05;80-84;32
2021-03-05;85-89;19
2021-03-05;90-94; 8
2021-03-05;95-99; 3
2021-03-05;100+; 1
2021-03-06;0-4; 1
2021-03-06;5-9; 0
2021-03-06;10-14; 0
2021-03-06;15-19; 0
2021-03-06;20-24; 0
2021-03-06;25-29; 1
2021-03-06;30-34; 0
2021-03-06;35-39; 0
2021-03-06;40-44; 1
2021-03-06;45-49; 2
2021-03-06;50-54; 2
2021-03-06;55-59; 4
2021-03-06;60-64;11
2021-03-06;65-69;13
2021-03-06;70-74;20
2021-03-06;75-79;21
2021-03-06;80-84;17
2021-03-06;85-89;26
2021-03-06;90-94;16
2021-03-06;95-99; 9
2021-03-06;100+; 2
2021-03-07;0-4; 3
2021-03-07;5-9; 0
2021-03-07;10-14; 0
2021-03-07;15-19; 0
2021-03-07;20-24; 0
2021-03-07;25-29; 1
2021-03-07;30-34; 1
2021-03-07;35-39; 2
2021-03-07;40-44; 1
2021-03-07;45-49; 1
2021-03-07;50-54; 1
2021-03-07;55-59; 3
2021-03-07;60-64; 3
2021-03-07;65-69; 4
2021-03-07;70-74;22
2021-03-07;75-79;22
2021-03-07;80-84;16
2021-03-07;85-89;28
2021-03-07;90-94;17
2021-03-07;95-99;12
2021-03-07;100+; 3
2021-03-08;0-4; 1
2021-03-08;5-9; 0
2021-03-08;10-14; 0
2021-03-08;15-19; 0
2021-03-08;20-24; 0
2021-03-08;25-29; 1
2021-03-08;30-34; 1
2021-03-08;35-39; 0
2021-03-08;40-44; 0
2021-03-08;45-49; 3
2021-03-08;50-54; 2
2021-03-08;55-59; 7
2021-03-08;60-64; 8
2021-03-08;65-69; 9
2021-03-08;70-74;19
2021-03-08;75-79;28
2021-03-08;80-84;18
2021-03-08;85-89;21
2021-03-08;90-94;16
2021-03-08;95-99; 5
2021-03-08;100+; 0
2021-03-09;0-4; 1
2021-03-09;5-9; 0
2021-03-09;10-14; 0
2021-03-09;15-19; 0
2021-03-09;20-24; 0
2021-03-09;25-29; 0
2021-03-09;30-34; 0
2021-03-09;35-39; 1
2021-03-09;40-44; 1
2021-03-09;45-49; 1
2021-03-09;50-54; 6
2021-03-09;55-59; 4
2021-03-09;60-64; 0
2021-03-09;65-69; 9
2021-03-09;70-74;19
2021-03-09;75-79;18
2021-03-09;80-84;16
2021-03-09;85-89;24
2021-03-09;90-94;28
2021-03-09;95-99; 7
2021-03-09;100+; 1
2021-03-10;0-4; 2
2021-03-10;5-9; 0
2021-03-10;10-14; 0
2021-03-10;15-19; 0
2021-03-10;20-24; 0
2021-03-10;25-29; 1
2021-03-10;30-34; 0
2021-03-10;35-39; 1
2021-03-10;40-44; 0
2021-03-10;45-49; 1
2021-03-10;50-54; 0
2021-03-10;55-59; 6
2021-03-10;60-64; 6
2021-03-10;65-69; 9
2021-03-10;70-74;18
2021-03-10;75-79;21
2021-03-10;80-84;24
2021-03-10;85-89;24
2021-03-10;90-94;17
2021-03-10;95-99;10
2021-03-10;100+; 1
2021-03-11;0-4; 0
2021-03-11;5-9; 0
2021-03-11;10-14; 0
2021-03-11;15-19; 0
2021-03-11;20-24; 1
2021-03-11;25-29; 0
2021-03-11;30-34; 0
2021-03-11;35-39; 1
2021-03-11;40-44; 0
2021-03-11;45-49; 2
2021-03-11;50-54; 6
2021-03-11;55-59; 3
2021-03-11;60-64;11
2021-03-11;65-69;20
2021-03-11;70-74;27
2021-03-11;75-79;17
2021-03-11;80-84;24
2021-03-11;85-89;23
2021-03-11;90-94;32
2021-03-11;95-99;12
2021-03-11;100+; 1
2021-03-12;0-4; 1
2021-03-12;5-9; 0
2021-03-12;10-14; 0
2021-03-12;15-19; 0
2021-03-12;20-24; 0
2021-03-12;25-29; 1
2021-03-12;30-34; 1
2021-03-12;35-39; 0
2021-03-12;40-44; 2
2021-03-12;45-49; 2
2021-03-12;50-54; 4
2021-03-12;55-59; 8
2021-03-12;60-64; 9
2021-03-12;65-69;13
2021-03-12;70-74;20
2021-03-12;75-79;20
2021-03-12;80-84;40
2021-03-12;85-89;19
2021-03-12;90-94;14
2021-03-12;95-99; 9
2021-03-12;100+; 0
2021-03-13;0-4; 0
2021-03-13;5-9; 1
2021-03-13;10-14; 1
2021-03-13;15-19; 0
2021-03-13;20-24; 2
2021-03-13;25-29; 0
2021-03-13;30-34; 0
2021-03-13;35-39; 1
2021-03-13;40-44; 1
2021-03-13;45-49; 0
2021-03-13;50-54; 2
2021-03-13;55-59; 6
2021-03-13;60-64; 5
2021-03-13;65-69;12
2021-03-13;70-74;17
2021-03-13;75-79;26
2021-03-13;80-84;28
2021-03-13;85-89;17
2021-03-13;90-94;15
2021-03-13;95-99; 6
2021-03-13;100+; 1
2021-03-14;0-4; 0
2021-03-14;5-9; 0
2021-03-14;10-14; 0
2021-03-14;15-19; 0
2021-03-14;20-24; 0
2021-03-14;25-29; 0
2021-03-14;30-34; 0
2021-03-14;35-39; 2
2021-03-14;40-44; 2
2021-03-14;45-49; 1
2021-03-14;50-54; 4
2021-03-14;55-59; 5
2021-03-14;60-64;10
2021-03-14;65-69;14
2021-03-14;70-74;15
2021-03-14;75-79;25
2021-03-14;80-84;28
2021-03-14;85-89;14
2021-03-14;90-94;21
2021-03-14;95-99; 8
2021-03-14;100+; 2
2021-03-15;0-4; 1
2021-03-15;5-9; 0
2021-03-15;10-14; 0
2021-03-15;15-19; 0
2021-03-15;20-24; 2
2021-03-15;25-29; 0
2021-03-15;30-34; 0
2021-03-15;35-39; 1
2021-03-15;40-44; 0
2021-03-15;45-49; 3
2021-03-15;50-54; 5
2021-03-15;55-59; 5
2021-03-15;60-64; 8
2021-03-15;65-69;10
2021-03-15;70-74;17
2021-03-15;75-79;17
2021-03-15;80-84;23
2021-03-15;85-89;26
2021-03-15;90-94;13
2021-03-15;95-99; 4
2021-03-15;100+; 0
2021-03-16;0-4; 1
2021-03-16;5-9; 0
2021-03-16;10-14; 0
2021-03-16;15-19; 1
2021-03-16;20-24; 0
2021-03-16;25-29; 1
2021-03-16;30-34; 2
2021-03-16;35-39; 0
2021-03-16;40-44; 3
2021-03-16;45-49; 2
2021-03-16;50-54; 4
2021-03-16;55-59; 4
2021-03-16;60-64; 7
2021-03-16;65-69;15
2021-03-16;70-74;12
2021-03-16;75-79;21
2021-03-16;80-84;14
2021-03-16;85-89;20
2021-03-16;90-94;18
2021-03-16;95-99; 4
2021-03-16;100+; 3
2021-03-17;0-4; 1
2021-03-17;5-9; 0
2021-03-17;10-14; 0
2021-03-17;15-19; 0
2021-03-17;20-24; 0
2021-03-17;25-29; 1
2021-03-17;30-34; 0
2021-03-17;35-39; 0
2021-03-17;40-44; 2
2021-03-17;45-49; 3
2021-03-17;50-54; 1
2021-03-17;55-59; 7
2021-03-17;60-64; 7
2021-03-17;65-69; 5
2021-03-17;70-74;14
2021-03-17;75-79;28
2021-03-17;80-84;22
2021-03-17;85-89;23
2021-03-17;90-94;19
2021-03-17;95-99; 9
2021-03-17;100+; 1
2021-03-18;0-4; 0
2021-03-18;5-9; 0
2021-03-18;10-14; 0
2021-03-18;15-19; 0
2021-03-18;20-24; 0
2021-03-18;25-29; 0
2021-03-18;30-34; 2
2021-03-18;35-39; 1
2021-03-18;40-44; 1
2021-03-18;45-49; 2
2021-03-18;50-54; 7
2021-03-18;55-59; 9
2021-03-18;60-64; 7
2021-03-18;65-69; 9
2021-03-18;70-74;20
2021-03-18;75-79;19
2021-03-18;80-84;18
2021-03-18;85-89;18
2021-03-18;90-94;13
2021-03-18;95-99; 9
2021-03-18;100+; 1
2021-03-19;0-4; 1
2021-03-19;5-9; 1
2021-03-19;10-14; 0
2021-03-19;15-19; 0
2021-03-19;20-24; 0
2021-03-19;25-29; 0
2021-03-19;30-34; 1
2021-03-19;35-39; 0
2021-03-19;40-44; 1
2021-03-19;45-49; 1
2021-03-19;50-54; 5
2021-03-19;55-59; 5
2021-03-19;60-64; 7
2021-03-19;65-69;11
2021-03-19;70-74;23
2021-03-19;75-79;33
2021-03-19;80-84;19
2021-03-19;85-89;20
2021-03-19;90-94;22
2021-03-19;95-99; 2
2021-03-19;100+; 0
2021-03-20;0-4; 2
2021-03-20;5-9; 0
2021-03-20;10-14; 0
2021-03-20;15-19; 0
2021-03-20;20-24; 0
2021-03-20;25-29; 1
2021-03-20;30-34; 1
2021-03-20;35-39; 0
2021-03-20;40-44; 1
2021-03-20;45-49; 2
2021-03-20;50-54; 3
2021-03-20;55-59; 7
2021-03-20;60-64;10
2021-03-20;65-69; 9
2021-03-20;70-74;21
2021-03-20;75-79;23
2021-03-20;80-84;27
2021-03-20;85-89;23
2021-03-20;90-94;17
2021-03-20;95-99; 6
2021-03-20;100+; 1
2021-03-21;0-4; 0
2021-03-21;5-9; 0
2021-03-21;10-14; 0
2021-03-21;15-19; 0
2021-03-21;20-24; 0
2021-03-21;25-29; 0
2021-03-21;30-34; 1
2021-03-21;35-39; 0
2021-03-21;40-44; 0
2021-03-21;45-49; 1
2021-03-21;50-54; 2
2021-03-21;55-59; 3
2021-03-21;60-64; 8
2021-03-21;65-69; 9
2021-03-21;70-74;22
2021-03-21;75-79;19
2021-03-21;80-84;23
2021-03-21;85-89; 9
2021-03-21;90-94;11
2021-03-21;95-99; 5
2021-03-21;100+; 1
2021-03-22;0-4; 0
2021-03-22;5-9; 0
2021-03-22;10-14; 0
2021-03-22;15-19; 0
2021-03-22;20-24; 0
2021-03-22;25-29; 1
2021-03-22;30-34; 1
2021-03-22;35-39; 0
2021-03-22;40-44; 1
2021-03-22;45-49; 0
2021-03-22;50-54; 1
2021-03-22;55-59; 9
2021-03-22;60-64; 5
2021-03-22;65-69;14
2021-03-22;70-74;24
2021-03-22;75-79;27
2021-03-22;80-84;30
2021-03-22;85-89;23
2021-03-22;90-94;15
2021-03-22;95-99;11
2021-03-22;100+; 2
2021-03-23;0-4; 1
2021-03-23;5-9; 0
2021-03-23;10-14; 1
2021-03-23;15-19; 0
2021-03-23;20-24; 1
2021-03-23;25-29; 0
2021-03-23;30-34; 1
2021-03-23;35-39; 1
2021-03-23;40-44; 1
2021-03-23;45-49; 1
2021-03-23;50-54; 3
2021-03-23;55-59; 6
2021-03-23;60-64;11
2021-03-23;65-69; 7
2021-03-23;70-74;17
2021-03-23;75-79;25
2021-03-23;80-84;29
2021-03-23;85-89;30
2021-03-23;90-94;14
2021-03-23;95-99;10
2021-03-23;100+; 0
2021-03-24;0-4; 1
2021-03-24;5-9; 0
2021-03-24;10-14; 0
2021-03-24;15-19; 0
2021-03-24;20-24; 0
2021-03-24;25-29; 0
2021-03-24;30-34; 3
2021-03-24;35-39; 1
2021-03-24;40-44; 1
2021-03-24;45-49; 1
2021-03-24;50-54; 3
2021-03-24;55-59; 4
2021-03-24;60-64; 5
2021-03-24;65-69;18
2021-03-24;70-74;15
2021-03-24;75-79;28
2021-03-24;80-84;27
2021-03-24;85-89;24
2021-03-24;90-94;12
2021-03-24;95-99; 7
2021-03-24;100+; 3
2021-03-25;0-4; 1
2021-03-25;5-9; 0
2021-03-25;10-14; 0
2021-03-25;15-19; 0
2021-03-25;20-24; 0
2021-03-25;25-29; 1
2021-03-25;30-34; 1
2021-03-25;35-39; 1
2021-03-25;40-44; 0
2021-03-25;45-49; 2
2021-03-25;50-54; 2
2021-03-25;55-59; 3
2021-03-25;60-64; 6
2021-03-25;65-69;12
2021-03-25;70-74;16
2021-03-25;75-79;20
2021-03-25;80-84;21
2021-03-25;85-89;33
2021-03-25;90-94;16
2021-03-25;95-99; 2
2021-03-25;100+; 0
2021-03-26;0-4; 1
2021-03-26;5-9; 0
2021-03-26;10-14; 0
2021-03-26;15-19; 0
2021-03-26;20-24; 1
2021-03-26;25-29; 1
2021-03-26;30-34; 0
2021-03-26;35-39; 1
2021-03-26;40-44; 1
2021-03-26;45-49; 1
2021-03-26;50-54; 2
2021-03-26;55-59; 2
2021-03-26;60-64; 9
2021-03-26;65-69;12
2021-03-26;70-74;14
2021-03-26;75-79;27
2021-03-26;80-84;15
2021-03-26;85-89;20
2021-03-26;90-94;23
2021-03-26;95-99; 9
2021-03-26;100+; 2
2021-03-27;0-4; 1
2021-03-27;5-9; 0
2021-03-27;10-14; 0
2021-03-27;15-19; 0
2021-03-27;20-24; 1
2021-03-27;25-29; 0
2021-03-27;30-34; 0
2021-03-27;35-39; 0
2021-03-27;40-44; 3
2021-03-27;45-49; 2
2021-03-27;50-54; 2
2021-03-27;55-59; 4
2021-03-27;60-64; 8
2021-03-27;65-69;13
2021-03-27;70-74; 9
2021-03-27;75-79;27
2021-03-27;80-84;28
2021-03-27;85-89;29
2021-03-27;90-94;19
2021-03-27;95-99; 7
2021-03-27;100+; 3
2021-03-28;0-4; 0
2021-03-28;5-9; 0
2021-03-28;10-14; 0
2021-03-28;15-19; 0
2021-03-28;20-24; 0
2021-03-28;25-29; 0
2021-03-28;30-34; 0
2021-03-28;35-39; 0
2021-03-28;40-44; 0
2021-03-28;45-49; 2
2021-03-28;50-54; 2
2021-03-28;55-59; 7
2021-03-28;60-64; 7
2021-03-28;65-69; 7
2021-03-28;70-74;15
2021-03-28;75-79;19
2021-03-28;80-84;19
2021-03-28;85-89;22
2021-03-28;90-94;11
2021-03-28;95-99; 5
2021-03-28;100+; 3
2021-03-29;0-4; 0
2021-03-29;5-9; 0
2021-03-29;10-14; 0
2021-03-29;15-19; 0
2021-03-29;20-24; 1
2021-03-29;25-29; 0
2021-03-29;30-34; 2
2021-03-29;35-39; 0
2021-03-29;40-44; 0
2021-03-29;45-49; 2
2021-03-29;50-54; 2
2021-03-29;55-59; 5
2021-03-29;60-64; 8
2021-03-29;65-69; 9
2021-03-29;70-74;10
2021-03-29;75-79;23
2021-03-29;80-84;25
2021-03-29;85-89;20
2021-03-29;90-94;17
2021-03-29;95-99; 9
2021-03-29;100+; 2
2021-03-30;0-4; 0
2021-03-30;5-9; 0
2021-03-30;10-14; 0
2021-03-30;15-19; 0
2021-03-30;20-24; 1
2021-03-30;25-29; 0
2021-03-30;30-34; 1
2021-03-30;35-39; 0
2021-03-30;40-44; 0
2021-03-30;45-49; 1
2021-03-30;50-54; 2
2021-03-30;55-59; 8
2021-03-30;60-64;13
2021-03-30;65-69; 7
2021-03-30;70-74;13
2021-03-30;75-79;14
2021-03-30;80-84;22
2021-03-30;85-89;17
2021-03-30;90-94;20
2021-03-30;95-99; 6
2021-03-30;100+; 2
2021-03-31;0-4; 1
2021-03-31;5-9; 0
2021-03-31;10-14; 0
2021-03-31;15-19; 0
2021-03-31;20-24; 0
2021-03-31;25-29; 0
2021-03-31;30-34; 1
2021-03-31;35-39; 0
2021-03-31;40-44; 0
2021-03-31;45-49; 1
2021-03-31;50-54; 4
2021-03-31;55-59; 6
2021-03-31;60-64; 8
2021-03-31;65-69;11
2021-03-31;70-74;28
2021-03-31;75-79;20
2021-03-31;80-84;28
2021-03-31;85-89;38
2021-03-31;90-94;11
2021-03-31;95-99;10
2021-03-31;100+; 2
2021-04-01;0-4; 0
2021-04-01;5-9; 0
2021-04-01;10-14; 0
2021-04-01;15-19; 0
2021-04-01;20-24; 0
2021-04-01;25-29; 0
2021-04-01;30-34; 1
2021-04-01;35-39; 0
2021-04-01;40-44; 0
2021-04-01;45-49; 3
2021-04-01;50-54; 1
2021-04-01;55-59; 3
2021-04-01;60-64; 6
2021-04-01;65-69;17
2021-04-01;70-74;27
2021-04-01;75-79;16
2021-04-01;80-84;21
2021-04-01;85-89;30
2021-04-01;90-94;17
2021-04-01;95-99;11
2021-04-01;100+; 1
2021-04-02;0-4; 2
2021-04-02;5-9; 0
2021-04-02;10-14; 0
2021-04-02;15-19; 0
2021-04-02;20-24; 0
2021-04-02;25-29; 1
2021-04-02;30-34; 1
2021-04-02;35-39; 0
2021-04-02;40-44; 0
2021-04-02;45-49; 0
2021-04-02;50-54; 4
2021-04-02;55-59; 6
2021-04-02;60-64; 8
2021-04-02;65-69; 6
2021-04-02;70-74;13
2021-04-02;75-79;26
2021-04-02;80-84;22
2021-04-02;85-89;21
2021-04-02;90-94;14
2021-04-02;95-99; 5
2021-04-02;100+; 2
2021-04-03;0-4; 0
2021-04-03;5-9; 0
2021-04-03;10-14; 0
2021-04-03;15-19; 2
2021-04-03;20-24; 1
2021-04-03;25-29; 1
2021-04-03;30-34; 0
2021-04-03;35-39; 1
2021-04-03;40-44; 0
2021-04-03;45-49; 2
2021-04-03;50-54; 0
2021-04-03;55-59; 4
2021-04-03;60-64; 5
2021-04-03;65-69;13
2021-04-03;70-74;15
2021-04-03;75-79;19
2021-04-03;80-84;21
2021-04-03;85-89;18
2021-04-03;90-94; 9
2021-04-03;95-99; 1
2021-04-03;100+; 1
2021-04-04;0-4; 1
2021-04-04;5-9; 0
2021-04-04;10-14; 0
2021-04-04;15-19; 0
2021-04-04;20-24; 0
2021-04-04;25-29; 0
2021-04-04;30-34; 0
2021-04-04;35-39; 1
2021-04-04;40-44; 1
2021-04-04;45-49; 2
2021-04-04;50-54; 1
2021-04-04;55-59; 5
2021-04-04;60-64; 8
2021-04-04;65-69;12
2021-04-04;70-74;14
2021-04-04;75-79;29
2021-04-04;80-84;28
2021-04-04;85-89;18
2021-04-04;90-94;14
2021-04-04;95-99; 6
2021-04-04;100+; 2
2021-04-05;0-4; 1
2021-04-05;5-9; 0
2021-04-05;10-14; 0
2021-04-05;15-19; 0
2021-04-05;20-24; 0
2021-04-05;25-29; 0
2021-04-05;30-34; 0
2021-04-05;35-39; 0
2021-04-05;40-44; 1
2021-04-05;45-49; 1
2021-04-05;50-54; 2
2021-04-05;55-59; 6
2021-04-05;60-64; 3
2021-04-05;65-69;12
2021-04-05;70-74;26
2021-04-05;75-79;23
2021-04-05;80-84;20
2021-04-05;85-89;19
2021-04-05;90-94;24
2021-04-05;95-99;10
2021-04-05;100+; 1
2021-04-06;0-4; 0
2021-04-06;5-9; 0
2021-04-06;10-14; 0
2021-04-06;15-19; 0
2021-04-06;20-24; 1
2021-04-06;25-29; 1
2021-04-06;30-34; 2
2021-04-06;35-39; 2
2021-04-06;40-44; 0
2021-04-06;45-49; 0
2021-04-06;50-54; 4
2021-04-06;55-59; 4
2021-04-06;60-64; 7
2021-04-06;65-69; 7
2021-04-06;70-74;16
2021-04-06;75-79;21
2021-04-06;80-84;13
2021-04-06;85-89;19
2021-04-06;90-94;13
2021-04-06;95-99; 6
2021-04-06;100+; 3
2021-04-07;0-4; 2
2021-04-07;5-9; 0
2021-04-07;10-14; 0
2021-04-07;15-19; 0
2021-04-07;20-24; 1
2021-04-07;25-29; 1
2021-04-07;30-34; 0
2021-04-07;35-39; 0
2021-04-07;40-44; 2
2021-04-07;45-49; 2
2021-04-07;50-54; 3
2021-04-07;55-59; 5
2021-04-07;60-64; 6
2021-04-07;65-69;12
2021-04-07;70-74;17
2021-04-07;75-79;19
2021-04-07;80-84;21
2021-04-07;85-89;27
2021-04-07;90-94;10
2021-04-07;95-99; 5
2021-04-07;100+; 0
2021-04-08;0-4; 0
2021-04-08;5-9; 0
2021-04-08;10-14; 0
